,SPRING1,SPRING2,type,Neutrophil PT
1174,1922.169,-2152.006,Neutrophil,53285.0
1176,1642.172,-2191.402,Neutrophil,51964.0
1177,591.238,-450.207,Undifferentiated,37665.0
1180,1420.424,-404.466,Monocyte,-1.0
1181,-1132.688,-317.278,Undifferentiated,-1.0
1183,1530.932,250.221,Undifferentiated,-1.0
1184,1136.241,-373.852,Undifferentiated,-1.0
1185,350.0,115.463,Undifferentiated,20647.0
1189,2430.668,-1856.902,Neutrophil,57232.0
1190,-498.898,-1699.928,Eos,-1.0
1193,577.652,-481.832,Undifferentiated,31270.0
1194,-1951.461,864.355,Meg,-1.0
1195,548.205,-993.813,Neutrophil,38468.0
1197,2492.844,-653.227,Undifferentiated,-1.0
1198,1296.055,-2133.073,Neutrophil,49161.0
1201,2553.86,-686.109,Undifferentiated,-1.0
1205,2108.611,-1099.953,Undifferentiated,-1.0
1207,794.734,-717.42,Undifferentiated,-1.0
1208,931.141,-1831.239,Neutrophil,46964.0
1210,968.127,-371.808,Undifferentiated,-1.0
1211,-1014.371,-1845.491,Baso,-1.0
1215,2132.858,-2115.941,Neutrophil,54281.0
1217,1091.355,-2007.662,Neutrophil,48531.0
1220,-1081.307,-1911.247,Baso,-1.0
1221,609.284,-612.629,Undifferentiated,31318.0
1222,733.528,-314.196,Undifferentiated,-1.0
1225,2853.521,-23.071,Monocyte,-1.0
1226,886.542,59.122,Undifferentiated,-1.0
1228,40.813,608.544,Undifferentiated,13476.0
1230,-1869.241,-983.253,Mast,-1.0
1231,-1767.104,675.021,Meg,-1.0
1234,967.229,125.327,Undifferentiated,-1.0
1237,-950.2,-542.583,Undifferentiated,-1.0
1238,617.829,-723.06,Undifferentiated,36359.0
1239,-943.249,324.991,Undifferentiated,-1.0
1240,2442.506,-1298.512,Undifferentiated,-1.0
1241,1206.212,-2099.441,Neutrophil,49379.0
1242,-942.084,-931.639,Baso,-1.0
1245,1143.096,-209.235,Undifferentiated,-1.0
1246,1497.315,-437.369,Monocyte,-1.0
1247,-832.399,339.787,Undifferentiated,-1.0
1248,1868.806,-1796.073,Undifferentiated,-1.0
1249,-1244.726,529.546,Undifferentiated,-1.0
1250,-1603.095,616.905,Meg,-1.0
1258,598.062,-791.899,Undifferentiated,34040.0
1259,574.578,-1072.075,Neutrophil,39748.0
1260,1488.11,-1015.308,Undifferentiated,-1.0
1261,2966.216,323.479,Monocyte,-1.0
1262,1441.559,-2180.526,Neutrophil,50895.0
1266,573.005,-1259.372,Neutrophil,39680.0
1268,524.825,-1123.451,Neutrophil,39106.0
1271,933.836,-127.66,Undifferentiated,-1.0
1272,524.576,-704.913,Undifferentiated,34874.0
1273,1292.358,-304.85,Undifferentiated,-1.0
1274,473.695,-500.313,Undifferentiated,31016.0
1275,2430.356,-330.138,Monocyte,-1.0
1277,1940.846,-405.033,Monocyte,-1.0
1281,2667.739,-1889.217,Neutrophil,60555.0
1285,2116.247,-480.308,Monocyte,-1.0
1286,876.425,-177.385,Undifferentiated,-1.0
1288,-783.274,-516.598,Undifferentiated,-1.0
1290,2497.465,-141.674,Monocyte,-1.0
1297,670.56,-1047.97,Neutrophil,38864.0
1298,629.057,-889.021,Neutrophil,39258.0
1299,396.086,-331.415,Undifferentiated,28299.0
1303,454.339,-153.526,Undifferentiated,27422.0
1305,1981.788,-2133.415,Neutrophil,54466.0
1307,1900.51,-256.446,Monocyte,-1.0
1309,2403.92,-1974.188,Neutrophil,57157.0
1311,763.333,-1598.238,Neutrophil,45005.0
1312,1784.959,-193.701,Monocyte,-1.0
1316,-795.6,-284.284,Undifferentiated,-1.0
1317,-1085.134,-91.128,Undifferentiated,-1.0
1321,1983.4,-2116.121,Neutrophil,53974.0
1325,1012.483,-1860.768,Neutrophil,47571.0
1328,801.302,-1182.383,Neutrophil,39699.0
1333,193.181,608.354,Undifferentiated,14635.0
1334,548.727,-1291.957,Neutrophil,44058.0
1340,-1065.022,-1313.5,Baso,-1.0
1341,2523.919,-173.846,Monocyte,-1.0
1342,-1388.106,191.902,Erythroid,-1.0
1343,1290.243,-252.625,Undifferentiated,-1.0
1344,2999.039,290.557,Monocyte,-1.0
1345,2353.159,-423.249,Monocyte,-1.0
1347,-841.656,-2105.137,Baso,-1.0
1352,1833.347,-357.239,Monocyte,-1.0
1355,-1801.749,-911.146,Mast,-1.0
1356,2826.024,74.617,Monocyte,-1.0
1358,2922.492,266.892,Monocyte,-1.0
1362,2689.903,-1722.119,Neutrophil,59855.0
1364,536.128,-472.496,Undifferentiated,31256.0
1365,545.528,-641.356,Undifferentiated,34813.0
1367,-1161.228,505.161,Undifferentiated,-1.0
1368,-1945.601,863.759,Meg,-1.0
1369,2733.045,168.89,Monocyte,-1.0
1371,1259.662,-2146.625,Neutrophil,49392.0
1377,-1632.92,-821.339,Mast,-1.0
1378,613.479,-752.842,Undifferentiated,35474.0
1379,-1130.721,500.439,Undifferentiated,-1.0
1380,915.818,-156.797,Undifferentiated,-1.0
1383,1836.525,-168.064,Monocyte,-1.0
1384,2960.553,317.134,Monocyte,-1.0
1389,1919.364,-2179.749,Neutrophil,53482.0
1390,604.933,-745.999,Undifferentiated,33228.0
1393,553.782,-1206.993,Neutrophil,41227.0
1402,580.217,-1167.212,Neutrophil,42723.0
1404,668.722,-605.965,Undifferentiated,34094.0
1405,1356.531,-2136.435,Neutrophil,48820.0
1406,-1768.075,-937.332,Mast,-1.0
1407,1352.623,102.63,Undifferentiated,-1.0
1408,2903.199,142.208,Monocyte,-1.0
1410,1511.82,-2104.099,Neutrophil,50141.0
1418,-1064.711,-1339.699,Baso,-1.0
1419,-68.85,353.72,Undifferentiated,18003.0
1421,2372.704,-307.818,Monocyte,-1.0
1424,2524.619,557.056,Monocyte,-1.0
1425,-1085.709,-1820.842,Baso,-1.0
1428,927.967,-1596.829,Neutrophil,46974.0
1430,438.869,-75.257,Undifferentiated,24290.0
1431,614.154,-702.887,Undifferentiated,36044.0
1436,2599.415,116.416,Monocyte,-1.0
1438,-1057.953,-1944.209,Baso,-1.0
1440,2551.092,-347.376,Monocyte,-1.0
1441,1218.528,-2065.322,Neutrophil,50330.0
1443,2544.164,-527.386,Undifferentiated,-1.0
1444,-1904.0,774.733,Meg,-1.0
1445,563.144,-1024.535,Neutrophil,39351.0
1446,-1782.978,-909.065,Mast,-1.0
1447,731.616,-1269.934,Neutrophil,43273.0
1450,2849.812,259.589,Monocyte,-1.0
1454,2601.932,-202.897,Monocyte,-1.0
1456,321.37,49.562,Undifferentiated,21223.0
1457,526.643,-525.871,Undifferentiated,32605.0
1459,-841.571,-2153.598,Baso,-1.0
1460,831.904,-1750.789,Neutrophil,45219.0
1461,586.124,-589.513,Undifferentiated,31874.0
1463,518.444,-346.061,Undifferentiated,30881.0
1464,557.182,-166.068,Undifferentiated,26680.0
1465,2697.098,-1634.588,Neutrophil,59407.0
1467,-1662.219,-867.553,Mast,-1.0
1471,588.483,-647.532,Undifferentiated,32302.0
1474,1073.839,-1989.446,Neutrophil,47648.0
1476,-1702.617,-913.338,Mast,-1.0
1481,940.145,-137.239,Undifferentiated,-1.0
1482,733.722,-661.25,Undifferentiated,34450.0
1483,1048.645,-408.391,Undifferentiated,-1.0
1484,470.07,-108.878,Undifferentiated,25037.0
1486,820.122,-1553.362,Neutrophil,45294.0
1490,1790.583,-2100.656,Neutrophil,52368.0
1493,487.449,504.401,Undifferentiated,-1.0
1496,599.28,-783.172,Undifferentiated,36613.0
1497,714.541,-1572.636,Neutrophil,44160.0
1498,2180.822,-448.143,Monocyte,-1.0
1499,483.524,-228.667,Undifferentiated,27434.0
1508,568.191,-990.613,Neutrophil,39153.0
1511,-756.814,-546.104,Undifferentiated,-1.0
1516,-979.89,468.331,Undifferentiated,-1.0
1519,2774.41,487.005,Monocyte,-1.0
1522,1579.506,-337.621,Monocyte,-1.0
1523,1329.474,-701.439,Undifferentiated,-1.0
1526,-1822.339,-949.571,Mast,-1.0
1531,619.465,-665.925,Undifferentiated,32037.0
1532,553.725,-994.222,Neutrophil,37815.0
1534,-286.659,505.305,Undifferentiated,-1.0
1535,2507.716,-608.363,Undifferentiated,-1.0
1537,2430.954,-430.217,Monocyte,-1.0
1544,834.251,-505.54,Undifferentiated,-1.0
1546,1760.5,-401.813,Monocyte,-1.0
1547,732.596,-1564.136,Neutrophil,44410.0
1548,-1283.246,521.196,Undifferentiated,-1.0
1550,1546.121,-2179.712,Neutrophil,52647.0
1552,907.842,-1860.436,Neutrophil,46985.0
1553,2678.689,-1912.644,Neutrophil,60667.0
1555,1842.428,-2164.028,Neutrophil,53428.0
1556,1477.458,-2200.387,Neutrophil,51173.0
1557,569.928,-362.603,Undifferentiated,29195.0
1559,778.346,-1645.995,Neutrophil,45968.0
1562,2896.125,84.425,Monocyte,-1.0
1563,637.753,-864.999,Neutrophil,37457.0
1569,1521.249,-338.269,Monocyte,-1.0
1571,-1901.101,-1004.373,Mast,-1.0
1572,1680.633,-762.501,Undifferentiated,-1.0
1577,2110.342,-297.453,Monocyte,-1.0
1579,1786.719,-2208.742,Neutrophil,52292.0
1582,425.927,-98.293,Undifferentiated,29935.0
1589,3012.069,516.845,Monocyte,-1.0
1590,2912.547,281.781,Monocyte,-1.0
1594,564.298,-448.969,Undifferentiated,32534.0
1596,750.991,-1539.573,Neutrophil,45688.0
1598,609.191,-1136.801,Neutrophil,41010.0
1599,-1610.915,619.262,Meg,-1.0
1600,2473.359,-128.108,Monocyte,-1.0
1601,601.851,-638.787,Undifferentiated,36693.0
1603,2679.639,-1869.438,Neutrophil,60688.0
1604,2891.696,366.542,Monocyte,-1.0
1609,1188.46,-279.341,Undifferentiated,-1.0
1610,584.438,-414.951,Undifferentiated,30286.0
1611,535.397,-306.018,Undifferentiated,32793.0
1614,-432.588,269.877,Undifferentiated,-1.0
1617,2261.576,-733.725,Undifferentiated,-1.0
1623,579.332,-503.875,Undifferentiated,31726.0
1624,676.435,-1224.884,Neutrophil,42078.0
1626,732.98,-1621.04,Neutrophil,44528.0
1627,93.448,365.216,Undifferentiated,16248.0
1628,2308.302,-192.604,Monocyte,-1.0
1633,632.837,-955.812,Neutrophil,39720.0
1634,2796.997,-1680.556,Neutrophil,60387.0
1638,3005.095,688.037,Monocyte,-1.0
1639,-1065.667,-1291.229,Baso,-1.0
1645,608.244,-980.586,Neutrophil,39370.0
1647,1509.179,-2068.661,Neutrophil,49620.0
1648,703.938,-1200.707,Neutrophil,40415.0
1650,2779.042,65.951,Monocyte,-1.0
1651,257.347,-227.382,Undifferentiated,25945.0
1652,521.261,-600.919,Undifferentiated,35659.0
1654,-1588.831,-777.226,Mast,-1.0
1655,2235.556,-192.684,Monocyte,-1.0
1656,-1014.847,370.992,Undifferentiated,-1.0
1661,499.495,-499.66,Undifferentiated,32976.0
1665,596.55,-1161.242,Neutrophil,41201.0
1667,2553.61,-478.228,Undifferentiated,-1.0
1669,2586.346,-586.394,Undifferentiated,-1.0
1673,2039.455,-376.679,Monocyte,-1.0
1674,830.436,-1597.843,Neutrophil,45922.0
1675,1480.715,-369.358,Monocyte,-1.0
1676,475.769,-139.552,Undifferentiated,22279.0
1679,2575.512,-636.028,Undifferentiated,-1.0
1680,-1627.284,-854.302,Mast,-1.0
1681,-1345.77,518.795,Meg,-1.0
1682,1976.999,-2148.21,Neutrophil,54267.0
1684,-1085.877,-1902.519,Baso,-1.0
1687,589.478,-785.495,Undifferentiated,36929.0
1688,2370.952,-184.501,Monocyte,-1.0
1690,-950.346,-750.328,Baso,-1.0
1691,2815.532,67.684,Monocyte,-1.0
1693,1956.847,-2147.99,Neutrophil,53113.0
1695,1042.738,-440.011,Undifferentiated,-1.0
1697,2361.135,-543.18,Undifferentiated,-1.0
1698,2427.092,-1293.312,Undifferentiated,-1.0
1701,573.82,-589.033,Undifferentiated,32296.0
1702,494.249,-146.233,Undifferentiated,26782.0
1703,1544.994,-82.364,Monocyte,-1.0
1704,2760.803,7.731,Monocyte,-1.0
1705,-1082.728,-1278.746,Undifferentiated,-1.0
1709,2369.599,-318.86,Monocyte,-1.0
1710,1946.779,-124.204,Monocyte,-1.0
1716,536.09,-273.711,Undifferentiated,28837.0
1717,-1886.603,-986.497,Mast,-1.0
1718,546.225,-460.387,Undifferentiated,32710.0
1721,567.131,-488.579,Undifferentiated,37020.0
1722,150.345,75.271,Undifferentiated,24890.0
1724,2871.914,35.501,Monocyte,-1.0
1731,1133.804,-470.82,Undifferentiated,-1.0
1732,1038.993,-563.121,Undifferentiated,-1.0
1733,2275.558,-314.014,Monocyte,-1.0
1734,867.216,-1762.501,Neutrophil,46708.0
1737,1760.159,-2190.805,Neutrophil,51869.0
1738,1923.044,-2152.907,Neutrophil,53873.0
1744,294.124,153.521,Undifferentiated,19242.0
1746,-1160.371,-335.112,Undifferentiated,-1.0
1748,510.499,-99.418,Undifferentiated,21331.0
1749,2408.705,-1979.13,Neutrophil,57049.0
1750,2211.728,-449.019,Monocyte,-1.0
1754,758.795,-502.142,Undifferentiated,32827.0
1755,493.892,-34.085,Undifferentiated,23700.0
1756,-823.86,-673.264,Baso,-1.0
1757,1459.246,-270.217,Monocyte,-1.0
1758,2864.77,170.399,Monocyte,-1.0
1759,1941.903,-639.889,Undifferentiated,-1.0
1760,2663.418,-1718.849,Neutrophil,58944.0
1763,2360.6,-2045.497,Neutrophil,56981.0
1767,634.968,-1338.535,Neutrophil,43396.0
1768,743.035,-1601.145,Neutrophil,44343.0
1769,628.801,-1376.627,Neutrophil,43661.0
1770,-1689.072,643.543,Meg,-1.0
1776,1568.033,-2163.591,Neutrophil,50696.0
1777,1871.286,-2140.018,Neutrophil,52580.0
1781,487.028,-381.915,Undifferentiated,30542.0
1782,649.335,-773.92,Undifferentiated,37277.0
1787,2538.823,-1744.519,Neutrophil,58304.0
1791,2854.728,135.693,Monocyte,-1.0
1795,742.449,-1524.23,Neutrophil,44504.0
1796,-1332.613,-581.411,Mast,-1.0
1797,1277.908,-2137.334,Neutrophil,49273.0
1798,2570.724,-326.885,Monocyte,-1.0
1800,715.689,-593.384,Undifferentiated,32546.0
1804,531.15,-221.674,Undifferentiated,24957.0
1805,616.658,-1169.866,Neutrophil,40888.0
1807,842.276,-496.602,Undifferentiated,-1.0
1809,202.26,404.224,Undifferentiated,16923.0
1810,93.512,463.085,Undifferentiated,13370.0
1811,892.41,-1752.806,Neutrophil,45749.0
1815,2813.76,-1512.825,Neutrophil,59665.0
1818,1464.952,-355.124,Monocyte,-1.0
1819,558.718,-329.226,Undifferentiated,28637.0
1820,1347.329,-176.347,Undifferentiated,-1.0
1821,1042.534,-1997.971,Neutrophil,48509.0
1822,1540.014,-316.056,Monocyte,-1.0
1823,2056.045,-280.869,Monocyte,-1.0
1828,-1078.539,-1653.82,Baso,-1.0
1831,1035.989,-704.631,Undifferentiated,-1.0
1832,1544.862,-131.461,Monocyte,-1.0
1833,30.427,395.829,Undifferentiated,13330.0
1834,319.376,-123.446,Undifferentiated,28077.0
1837,1626.473,-2162.357,Neutrophil,52060.0
1843,944.308,-258.033,Undifferentiated,-1.0
1845,-454.364,-153.518,Undifferentiated,-1.0
1846,-1167.32,276.277,Undifferentiated,-1.0
1848,784.299,-234.027,Undifferentiated,-1.0
1849,-1973.472,873.347,Meg,-1.0
1851,1762.511,-338.283,Monocyte,-1.0
1852,2984.564,241.668,Monocyte,-1.0
1854,951.117,-1880.516,Neutrophil,46418.0
1857,3007.717,663.215,Monocyte,-1.0
1858,593.861,-784.587,Undifferentiated,35336.0
1859,1081.849,-423.094,Undifferentiated,-1.0
1860,-1176.012,271.377,Undifferentiated,-1.0
1867,-1045.018,-1904.59,Baso,-1.0
1871,680.012,-1395.57,Neutrophil,43398.0
1872,546.854,541.487,Undifferentiated,-1.0
1874,1876.947,-179.736,Monocyte,-1.0
1875,3040.801,296.328,Monocyte,-1.0
1876,1900.739,-329.209,Monocyte,-1.0
1877,2849.837,209.806,Monocyte,-1.0
1878,2927.496,413.646,Monocyte,-1.0
1879,-1065.895,-1277.659,Baso,-1.0
1885,445.082,-334.906,Undifferentiated,27445.0
1886,1505.287,-335.699,Monocyte,-1.0
1887,-885.426,-226.182,Undifferentiated,-1.0
1889,1676.589,-333.92,Monocyte,-1.0
1893,200.522,368.543,Undifferentiated,13704.0
1895,793.588,-1605.321,Neutrophil,45912.0
1896,2263.369,-303.561,Monocyte,-1.0
1898,1610.015,-428.06,Monocyte,-1.0
1900,-1639.437,629.771,Meg,-1.0
1901,505.8,879.061,Undifferentiated,-1.0
1903,-993.962,-1774.821,Baso,-1.0
1905,-791.02,-2143.106,Baso,-1.0
1907,1749.004,-152.899,Monocyte,-1.0
1911,430.778,-111.421,Undifferentiated,28675.0
1912,-1347.483,-577.772,Mast,-1.0
1913,1124.006,-85.905,Undifferentiated,-1.0
1915,635.813,-313.593,Undifferentiated,-1.0
1917,2744.867,83.528,Monocyte,-1.0
1920,1705.873,-2160.64,Neutrophil,52842.0
1922,2692.396,-1731.663,Neutrophil,60155.0
1923,569.078,-179.877,Undifferentiated,24436.0
1925,796.55,-443.083,Undifferentiated,-1.0
1926,728.781,-1565.303,Neutrophil,44356.0
1927,945.292,-1786.405,Neutrophil,47851.0
1928,2967.1,382.306,Monocyte,-1.0
1930,-550.551,-995.304,Undifferentiated,-1.0
1931,-865.045,-652.424,Baso,-1.0
1932,2565.715,-161.6,Monocyte,-1.0
1935,630.512,-256.38,Undifferentiated,-1.0
1936,703.19,-1406.766,Neutrophil,44679.0
1938,515.887,-281.05,Undifferentiated,22831.0
1939,-966.667,-829.648,Baso,-1.0
1941,2540.209,-327.12,Monocyte,-1.0
1949,-586.613,-307.318,Undifferentiated,-1.0
1950,2506.093,-499.222,Undifferentiated,-1.0
1951,232.683,449.555,Undifferentiated,14022.0
1955,2759.723,-45.728,Monocyte,-1.0
1958,1199.762,-2103.09,Neutrophil,48707.0
1959,436.703,-39.53,Undifferentiated,19270.0
1963,733.935,-606.001,Undifferentiated,34974.0
1964,-1419.572,179.782,Erythroid,-1.0
1965,-533.486,-122.941,Undifferentiated,-1.0
1969,985.751,-1819.415,Neutrophil,47385.0
1974,500.061,-387.329,Undifferentiated,31176.0
1975,-1797.435,-898.849,Mast,-1.0
1976,1526.262,-149.245,Monocyte,-1.0
1978,640.549,-741.571,Undifferentiated,33999.0
1980,1626.691,-227.846,Monocyte,-1.0
1981,2643.499,-121.315,Monocyte,-1.0
1989,488.85,-763.554,Undifferentiated,36522.0
1990,507.407,-202.085,Undifferentiated,30077.0
1993,-1336.162,-590.771,Mast,-1.0
1996,759.312,-262.861,Undifferentiated,-1.0
2002,453.291,-115.001,Undifferentiated,24277.0
2003,1106.24,-2004.631,Neutrophil,47558.0
2004,587.58,-734.296,Undifferentiated,33989.0
2005,-812.485,426.494,Undifferentiated,-1.0
2008,1736.321,1392.184,Ccr7_DC,-1.0
2011,2294.52,-2042.243,Neutrophil,55190.0
2013,634.288,-862.477,Neutrophil,36183.0
2014,593.58,-1051.242,Neutrophil,40089.0
2015,2911.902,205.399,Monocyte,-1.0
2016,-1093.935,419.57,Undifferentiated,-1.0
2017,407.766,-58.752,Undifferentiated,21141.0
2018,2178.333,-412.238,Monocyte,-1.0
2019,897.119,1353.794,Undifferentiated,-1.0
2020,2906.319,198.112,Monocyte,-1.0
2022,1737.725,-2176.925,Neutrophil,52721.0
2024,1232.48,-2104.859,Neutrophil,49878.0
2026,364.335,69.029,Undifferentiated,21855.0
2028,1050.061,-451.603,Undifferentiated,-1.0
2029,-982.001,-2070.816,Baso,-1.0
2032,2830.196,308.751,Monocyte,-1.0
2033,-1006.398,-478.733,Undifferentiated,-1.0
2035,1623.438,-2191.078,Neutrophil,51756.0
2037,1172.642,-2103.21,Neutrophil,49486.0
2039,1765.561,-334.804,Monocyte,-1.0
2041,135.986,371.931,Undifferentiated,17315.0
2043,2973.164,528.963,Monocyte,-1.0
2054,1135.768,-105.553,Undifferentiated,-1.0
2057,683.399,-1336.351,Neutrophil,39511.0
2059,274.215,277.218,Undifferentiated,17470.0
2060,2810.388,-23.803,Monocyte,-1.0
2061,2576.742,-86.81,Monocyte,-1.0
2063,2897.701,511.911,Monocyte,-1.0
2064,2538.845,-1924.73,Neutrophil,57058.0
2065,-80.929,-392.278,Undifferentiated,-1.0
2066,1016.06,-499.798,Undifferentiated,-1.0
2068,815.846,362.318,Undifferentiated,-1.0
2070,1409.914,-1136.853,Undifferentiated,-1.0
2071,2364.191,-342.836,Monocyte,-1.0
2074,-961.507,-1923.164,Baso,-1.0
2075,-1109.521,-1697.66,Baso,-1.0
2077,1833.124,-424.288,Monocyte,-1.0
2079,-1612.654,611.881,Meg,-1.0
2080,872.587,-571.349,Undifferentiated,-1.0
2082,1339.357,-2172.472,Neutrophil,50603.0
2083,998.104,-1914.539,Neutrophil,45814.0
2084,2876.815,202.651,Monocyte,-1.0
2091,-853.867,-654.799,Baso,-1.0
2092,1509.587,-291.782,Monocyte,-1.0
2095,591.7,-421.968,Undifferentiated,31481.0
2096,-1045.365,-1244.086,Baso,-1.0
2105,551.643,2.733,Undifferentiated,-1.0
2106,636.128,-769.429,Undifferentiated,33539.0
2107,598.047,-722.351,Undifferentiated,35910.0
2109,2880.53,72.519,Monocyte,-1.0
2115,1615.53,-2192.231,Neutrophil,51139.0
2118,-1036.198,383.02,Undifferentiated,-1.0
2119,726.938,-848.095,Undifferentiated,38151.0
2120,790.194,78.428,Undifferentiated,-1.0
2121,2117.747,-236.961,Monocyte,-1.0
2122,2892.68,177.816,Monocyte,-1.0
2126,2747.992,-19.702,Monocyte,-1.0
2131,552.746,-807.664,Undifferentiated,39054.0
2132,679.301,-1361.633,Neutrophil,40564.0
2133,-1036.756,-1990.849,Baso,-1.0
2135,2264.056,-1344.578,Undifferentiated,-1.0
2136,-952.204,-1995.209,Baso,-1.0
2139,-1103.623,-1719.396,Baso,-1.0
2141,188.915,259.8,Undifferentiated,17142.0
2146,1254.244,-1837.361,Neutrophil,48818.0
2147,2682.257,-158.972,Monocyte,-1.0
2148,2537.922,-624.91,Undifferentiated,-1.0
2149,1019.448,-1980.529,Neutrophil,47658.0
2151,2595.774,-1942.687,Neutrophil,58408.0
2154,773.539,-502.072,Undifferentiated,33411.0
2155,1801.557,-307.754,Monocyte,-1.0
2159,1024.835,-1934.914,Neutrophil,46709.0
2162,355.768,52.62,Undifferentiated,25315.0
2163,-876.437,-2042.227,Baso,-1.0
2165,547.576,-969.667,Neutrophil,40043.0
2166,601.918,-892.173,Neutrophil,39284.0
2169,689.5,-640.943,Undifferentiated,31978.0
2170,2626.949,-80.878,Monocyte,-1.0
2173,2107.174,-337.612,Monocyte,-1.0
2176,-546.533,-1495.878,Eos,-1.0
2179,2179.368,-299.33,Monocyte,-1.0
2180,2994.456,413.903,Monocyte,-1.0
2181,1582.046,-2175.307,Neutrophil,51648.0
2183,838.698,-1739.853,Neutrophil,46777.0
2184,1501.745,-2092.38,Neutrophil,50520.0
2185,-40.501,-469.934,Undifferentiated,-1.0
2186,-929.724,-1885.231,Baso,-1.0
2189,2759.906,505.311,Monocyte,-1.0
2191,1147.774,-398.096,Undifferentiated,-1.0
2193,-802.806,-1325.654,Undifferentiated,-1.0
2195,683.932,-1445.472,Neutrophil,43278.0
2196,3012.666,409.962,Monocyte,-1.0
2197,-1153.801,390.428,Undifferentiated,-1.0
2198,588.125,-657.951,Undifferentiated,33638.0
2204,620.674,-201.231,Undifferentiated,-1.0
2205,596.672,-435.64,Undifferentiated,27821.0
2207,-952.97,-901.577,Baso,-1.0
2209,807.651,-1597.332,Neutrophil,46045.0
2210,1592.265,-2131.159,Neutrophil,51218.0
2211,2704.571,-169.401,Monocyte,-1.0
2214,695.256,-849.854,Undifferentiated,49253.0
2217,530.37,-218.68,Undifferentiated,26265.0
2218,1370.413,-269.144,Monocyte,-1.0
2219,574.216,-344.817,Undifferentiated,25362.0
2220,629.78,-146.665,Undifferentiated,-1.0
2221,2990.443,413.93,Monocyte,-1.0
2222,1220.346,-1973.744,Neutrophil,48348.0
2224,1004.649,-1966.056,Neutrophil,47050.0
2227,2595.178,-247.255,Monocyte,-1.0
2231,692.413,-1483.148,Neutrophil,43134.0
2233,2990.021,255.381,Monocyte,-1.0
2235,-1101.188,-1602.382,Baso,-1.0
2246,1369.738,-503.006,Undifferentiated,-1.0
2247,548.364,-586.615,Undifferentiated,32454.0
2250,2189.962,-384.483,Monocyte,-1.0
2252,2981.47,228.182,Monocyte,-1.0
2253,-1814.613,-956.719,Mast,-1.0
2256,747.567,-1632.634,Neutrophil,45240.0
2257,657.041,-803.798,Undifferentiated,36272.0
2258,2967.902,188.739,Monocyte,-1.0
2262,-860.985,-1865.422,Baso,-1.0
2263,2258.696,-2081.308,Neutrophil,54997.0
2266,885.39,-547.207,Undifferentiated,-1.0
2267,537.304,-930.439,Neutrophil,34930.0
2269,-27.851,563.584,Undifferentiated,12195.0
2272,2155.184,-2029.875,Neutrophil,54521.0
2275,828.737,-802.745,Undifferentiated,-1.0
2279,489.919,47.725,Undifferentiated,-1.0
2280,616.231,-777.078,Undifferentiated,39367.0
2281,806.531,-1666.394,Neutrophil,45006.0
2282,146.444,519.407,Undifferentiated,12285.0
2285,-1296.521,-544.264,Mast,-1.0
2286,735.114,-1445.652,Neutrophil,45095.0
2288,-816.029,-1832.824,Baso,-1.0
2289,2660.703,-1665.523,Neutrophil,58059.0
2291,613.133,-998.325,Neutrophil,38715.0
2292,-1102.035,-1899.959,Baso,-1.0
2293,1886.631,-336.243,Monocyte,-1.0
2295,2986.265,269.638,Monocyte,-1.0
2298,2597.674,-1893.875,Neutrophil,59129.0
2302,859.567,-448.349,Undifferentiated,-1.0
2303,470.088,-438.099,Undifferentiated,31507.0
2305,687.112,-1203.965,Neutrophil,38293.0
2306,767.918,-1463.923,Neutrophil,45693.0
