,SPRING1,SPRING2,type,Neutrophil PT
125318,-1020.969,-1508.988,Baso,-1.0
125319,811.482,1458.574,Lymphoid,-1.0
125322,2614.806,-61.002,Monocyte,-1.0
125328,1439.064,-998.593,Undifferentiated,-1.0
125329,-1795.558,-925.237,Mast,-1.0
125330,1932.392,-267.7,Monocyte,-1.0
125332,2982.505,720.247,Monocyte,-1.0
125333,-45.49,596.509,Undifferentiated,10280.0
125334,365.301,761.823,Undifferentiated,-1.0
125335,-830.859,-670.444,Baso,-1.0
125336,-1171.48,507.725,Undifferentiated,-1.0
125338,1549.221,-162.556,Monocyte,-1.0
125339,1562.289,-1932.028,Undifferentiated,49872.0
125340,1278.463,-193.878,Undifferentiated,-1.0
125341,2744.711,42.441,Monocyte,-1.0
125342,1098.932,-63.2,Undifferentiated,-1.0
125343,808.868,111.657,Undifferentiated,-1.0
125346,365.463,8.031,Undifferentiated,22093.0
125347,283.788,-266.936,Undifferentiated,34081.0
125348,-42.391,604.914,Undifferentiated,8654.0
125349,-646.235,-425.84,Undifferentiated,-1.0
125351,291.713,-525.285,Undifferentiated,31608.0
125352,2610.097,43.155,Monocyte,-1.0
125355,1416.993,-312.099,Monocyte,-1.0
125356,-1059.107,-1317.496,Baso,-1.0
125357,-1040.081,-1746.377,Baso,-1.0
125360,2696.149,-113.515,Monocyte,-1.0
125361,2500.706,266.009,Monocyte,-1.0
125362,2456.434,-366.625,Monocyte,-1.0
125363,174.756,-99.244,Undifferentiated,25871.0
125366,462.704,-658.017,Undifferentiated,32231.0
125367,764.613,118.554,Undifferentiated,-1.0
125368,-148.29,812.08,Undifferentiated,3666.0
125370,524.35,-1267.387,Neutrophil,42255.0
125371,1847.756,-250.024,Monocyte,-1.0
125373,671.266,241.192,Undifferentiated,-1.0
125374,2419.747,-274.848,Monocyte,-1.0
125375,-183.865,984.616,Undifferentiated,2097.0
125376,399.1,-488.87,Undifferentiated,30632.0
125378,2530.624,46.292,Monocyte,-1.0
125381,2411.386,-370.357,Monocyte,-1.0
125382,722.527,-1533.393,Neutrophil,44287.0
125386,-659.445,-458.469,Undifferentiated,-1.0
125387,176.055,165.076,Undifferentiated,18992.0
125388,132.424,81.534,Undifferentiated,22063.0
125389,133.672,-545.419,Undifferentiated,-1.0
125390,1005.518,-81.944,Undifferentiated,-1.0
125391,551.782,-1278.325,Neutrophil,43240.0
125393,305.174,-785.289,Undifferentiated,34520.0
125394,261.301,-717.212,Undifferentiated,38220.0
125395,515.348,-59.701,Undifferentiated,21621.0
125396,-1079.688,-1585.082,Baso,-1.0
125397,2012.012,-85.162,Monocyte,-1.0
125398,-39.171,627.178,Undifferentiated,8462.0
125400,-192.824,828.084,Undifferentiated,7414.0
125401,2078.413,-289.035,Monocyte,-1.0
125402,-1063.83,-1928.331,Baso,-1.0
125403,137.08,350.864,Undifferentiated,14319.0
125409,623.907,-516.925,Undifferentiated,31194.0
125411,181.637,387.083,Undifferentiated,13952.0
125413,360.709,-433.665,Undifferentiated,34315.0
125414,2654.01,228.125,Monocyte,-1.0
125415,1935.099,-219.907,Monocyte,-1.0
125416,587.097,-694.138,Undifferentiated,37230.0
125417,-1010.943,-959.834,Baso,-1.0
125418,791.18,-86.968,Undifferentiated,-1.0
125419,2582.247,256.97,Monocyte,-1.0
125420,2643.663,-46.43,Monocyte,-1.0
125422,1439.723,-2216.311,Neutrophil,51203.0
125423,59.763,404.34,Undifferentiated,11823.0
125425,1335.585,-0.012,Undifferentiated,-1.0
125426,2352.627,-309.461,Monocyte,-1.0
125428,1624.635,-138.458,Monocyte,-1.0
125429,13.119,-120.344,Undifferentiated,-1.0
125431,151.228,-419.691,Undifferentiated,-1.0
125433,351.226,-224.937,Undifferentiated,25403.0
125434,1008.332,-344.769,Undifferentiated,-1.0
125435,2926.035,316.664,Monocyte,-1.0
125436,-1146.144,450.924,Undifferentiated,-1.0
125438,720.73,-1560.764,Neutrophil,45527.0
125439,-890.122,97.13,Undifferentiated,-1.0
125441,-1012.213,-1990.6,Baso,-1.0
125442,2271.275,-182.337,Monocyte,-1.0
125445,451.762,370.625,Undifferentiated,-1.0
125448,550.125,-468.644,Undifferentiated,25174.0
125449,1558.129,-234.363,Monocyte,-1.0
125451,2327.791,-273.504,Monocyte,-1.0
125453,463.264,-1088.834,Neutrophil,41628.0
125455,614.307,-306.294,Undifferentiated,27855.0
125457,540.713,-163.232,Undifferentiated,25084.0
125458,2760.532,336.301,Monocyte,-1.0
125459,-782.468,-614.072,Baso,-1.0
125460,1489.613,-2114.4,Neutrophil,50201.0
125461,-1063.405,-1910.897,Baso,-1.0
125462,2055.523,-351.474,Monocyte,-1.0
125463,-75.294,563.273,Undifferentiated,9527.0
125464,667.698,-294.029,Undifferentiated,-1.0
125465,2816.065,-8.681,Monocyte,-1.0
125466,667.562,85.551,Undifferentiated,-1.0
125467,632.106,-1201.559,Neutrophil,43877.0
125471,372.59,-267.512,Undifferentiated,27142.0
125472,427.025,-1054.137,Neutrophil,43203.0
125473,-623.832,-193.906,Undifferentiated,-1.0
125474,554.499,393.931,Undifferentiated,-1.0
125475,208.152,323.432,Undifferentiated,15496.0
125476,543.045,1166.834,Undifferentiated,-1.0
125478,452.694,-412.458,Undifferentiated,35949.0
125479,2997.409,440.806,Monocyte,-1.0
125480,-531.083,435.657,Undifferentiated,-1.0
125481,2422.082,-320.234,Monocyte,-1.0
125482,2199.2,-297.197,Monocyte,-1.0
125483,2705.807,302.37,Monocyte,-1.0
125484,-65.846,930.396,Undifferentiated,4874.0
125485,-206.124,878.327,Undifferentiated,7195.0
125491,331.182,-220.764,Undifferentiated,25323.0
125495,2141.222,-313.653,Monocyte,-1.0
125498,-871.832,-785.482,Baso,-1.0
125500,2890.828,355.696,Monocyte,-1.0
125501,2564.332,-79.096,Monocyte,-1.0
125503,-507.314,585.214,Undifferentiated,-1.0
125504,2788.341,250.531,Monocyte,-1.0
125505,-928.319,456.201,Undifferentiated,-1.0
125506,2527.637,-902.831,Undifferentiated,-1.0
125507,320.641,-654.093,Undifferentiated,24632.0
125510,616.554,-1402.208,Neutrophil,41971.0
125511,354.189,160.609,Undifferentiated,20491.0
125512,-1733.887,-927.188,Mast,-1.0
125513,737.344,-685.875,Undifferentiated,37023.0
125514,-606.821,-255.774,Undifferentiated,-1.0
125516,473.373,-232.497,Undifferentiated,27053.0
125517,-1095.424,-72.667,Undifferentiated,-1.0
125518,268.733,-729.204,Undifferentiated,37433.0
125519,2330.168,-158.706,Monocyte,-1.0
125520,859.358,-1840.043,Neutrophil,45490.0
125527,530.103,-1106.752,Neutrophil,42160.0
125528,311.193,24.391,Undifferentiated,21410.0
125529,496.606,-806.306,Undifferentiated,36981.0
125530,747.777,285.64,Undifferentiated,-1.0
125533,-1299.612,543.661,Meg,-1.0
125535,-224.1,967.717,Undifferentiated,1368.0
125536,-1005.231,-996.564,Baso,-1.0
125537,336.618,11.012,Undifferentiated,26714.0
125538,2827.606,301.069,Monocyte,-1.0
125539,-527.2,341.94,Undifferentiated,-1.0
125540,2411.864,75.647,Monocyte,-1.0
125541,2559.603,487.944,Monocyte,-1.0
125542,507.129,1074.702,Undifferentiated,-1.0
125543,2656.331,-286.298,Monocyte,-1.0
125545,2666.911,-154.034,Monocyte,-1.0
125548,531.053,-14.184,Undifferentiated,-1.0
125549,1399.368,-281.478,Monocyte,-1.0
125550,29.481,582.504,Undifferentiated,7995.0
125551,456.671,-68.92,Undifferentiated,22209.0
125552,-758.041,-502.123,Undifferentiated,-1.0
125553,-737.373,376.984,Undifferentiated,-1.0
125554,129.927,236.67,Undifferentiated,17079.0
125555,-28.609,640.293,Undifferentiated,9741.0
125556,184.016,236.446,Undifferentiated,17644.0
125557,468.983,-1088.177,Neutrophil,35608.0
125558,478.202,-593.732,Undifferentiated,35698.0
125559,-972.023,7.505,Undifferentiated,-1.0
125560,1219.958,-1851.135,Neutrophil,48968.0
125561,453.959,13.434,Undifferentiated,18824.0
125563,569.757,-553.149,Undifferentiated,30377.0
125564,1163.712,1021.061,Undifferentiated,-1.0
125565,2798.752,-46.702,Monocyte,-1.0
125566,367.948,-882.667,Undifferentiated,39271.0
125568,320.462,-718.894,Undifferentiated,39728.0
125569,323.618,-154.851,Undifferentiated,24534.0
125570,514.175,-368.055,Undifferentiated,24677.0
125572,170.267,1.64,Undifferentiated,23062.0
125575,532.174,-1190.073,Neutrophil,40518.0
125576,2673.259,63.709,Monocyte,-1.0
125577,239.455,-264.362,Undifferentiated,31977.0
125578,2270.315,-847.689,Undifferentiated,-1.0
125579,330.398,-325.148,Undifferentiated,27563.0
125580,501.653,-396.556,Undifferentiated,33926.0
125582,-1084.358,369.136,Undifferentiated,-1.0
125583,366.216,-920.749,Undifferentiated,39112.0
125584,-1092.786,-1805.043,Baso,-1.0
125585,2751.807,357.843,Monocyte,-1.0
125588,249.321,-189.318,Undifferentiated,27217.0
125592,582.447,-455.031,Undifferentiated,33730.0
125594,206.09,404.641,Undifferentiated,12887.0
125595,322.339,-79.134,Undifferentiated,23690.0
125596,-1069.368,-1410.502,Baso,-1.0
125597,2891.008,284.199,Monocyte,-1.0
125599,1558.727,-50.603,Monocyte,-1.0
125601,-100.364,635.343,Undifferentiated,11711.0
125602,464.054,-1023.352,Neutrophil,39110.0
125604,-983.361,424.796,Undifferentiated,-1.0
125605,2257.384,-2021.766,Neutrophil,55796.0
125606,-1160.679,165.073,Undifferentiated,-1.0
125608,342.019,-16.226,Undifferentiated,24454.0
125610,342.079,-758.703,Undifferentiated,36294.0
125614,309.269,-609.567,Undifferentiated,35121.0
125615,590.648,-1158.873,Neutrophil,42097.0
125617,-1069.287,-1252.256,Baso,-1.0
125618,2720.106,331.993,Monocyte,-1.0
125620,-1007.393,-1338.658,Baso,-1.0
125621,-41.094,572.266,Undifferentiated,11696.0
125622,2037.037,-94.782,Monocyte,-1.0
125623,-1730.436,-954.843,Mast,-1.0
125624,2067.26,-238.284,Monocyte,-1.0
125625,-479.239,34.191,Undifferentiated,-1.0
125626,2412.95,-68.622,Monocyte,-1.0
125627,429.247,-862.117,Undifferentiated,38602.0
125632,924.846,-1861.849,Neutrophil,46638.0
125633,-921.01,-829.576,Baso,-1.0
125634,375.181,-517.482,Undifferentiated,31835.0
125635,2111.115,-279.431,Monocyte,-1.0
125636,1121.802,-211.667,Undifferentiated,-1.0
125637,298.008,-65.12,Undifferentiated,23285.0
125638,2843.923,201.907,Monocyte,-1.0
125639,361.253,-1039.905,Neutrophil,42340.0
125640,6.87,315.649,Undifferentiated,18387.0
125641,2279.329,-173.49,Monocyte,-1.0
125642,-220.784,277.627,Undifferentiated,-1.0
125644,1653.856,-152.843,Monocyte,-1.0
125646,822.433,1478.061,Lymphoid,-1.0
125647,641.638,-1291.312,Neutrophil,40053.0
125649,229.963,88.946,Undifferentiated,18157.0
125650,824.635,-269.847,Undifferentiated,-1.0
125651,-1081.751,-1665.513,Baso,-1.0
125652,-805.084,-811.504,Baso,-1.0
125655,168.539,-495.498,Undifferentiated,-1.0
125656,160.295,-530.488,Undifferentiated,-1.0
125659,1858.911,-342.662,Monocyte,-1.0
125660,-846.321,-2180.58,Baso,-1.0
125661,760.203,-43.245,Undifferentiated,-1.0
125662,636.161,-1400.171,Neutrophil,43488.0
125663,-1009.42,364.046,Undifferentiated,-1.0
125664,333.364,-527.303,Undifferentiated,29652.0
125666,210.33,363.642,Undifferentiated,15841.0
125668,298.951,128.612,Undifferentiated,21343.0
125669,2625.067,31.481,Monocyte,-1.0
125670,219.815,375.734,Undifferentiated,14366.0
125671,-1150.76,284.152,Undifferentiated,-1.0
125672,2238.098,-499.401,Monocyte,-1.0
125673,589.817,-1037.455,Neutrophil,37028.0
125674,199.798,-103.548,Undifferentiated,23561.0
125675,-573.96,-341.332,Undifferentiated,-1.0
125677,2501.803,-1.945,Monocyte,-1.0
125678,-244.813,960.951,Undifferentiated,1987.0
125679,1391.431,-76.944,Undifferentiated,-1.0
125680,1860.555,-239.05,Monocyte,-1.0
125681,287.634,78.842,Undifferentiated,15272.0
125682,700.704,-1547.022,Neutrophil,46474.0
125684,461.393,152.72,Undifferentiated,19304.0
125685,420.687,-452.042,Undifferentiated,31041.0
125690,836.208,1596.681,Lymphoid,-1.0
125692,-923.534,-717.421,Baso,-1.0
125693,1343.137,-134.861,Undifferentiated,-1.0
125694,-964.313,-996.01,Baso,-1.0
125695,1070.837,1280.146,Undifferentiated,-1.0
125696,2445.984,69.629,Monocyte,-1.0
125698,-1037.77,464.333,Undifferentiated,-1.0
125700,2489.229,84.542,Monocyte,-1.0
125703,-932.273,-1066.526,Baso,-1.0
125704,239.468,478.974,Undifferentiated,9850.0
125705,535.874,-433.031,Undifferentiated,29617.0
125706,512.052,-1130.949,Neutrophil,42425.0
125707,-235.931,964.189,Undifferentiated,3979.0
125708,-88.861,19.669,Undifferentiated,-1.0
125709,1833.483,-505.108,Monocyte,-1.0
125710,-670.467,-398.009,Undifferentiated,-1.0
125711,-900.701,-784.689,Baso,-1.0
125712,626.044,-376.605,Undifferentiated,25497.0
125713,2741.503,193.568,Monocyte,-1.0
125714,234.15,404.667,Undifferentiated,15277.0
125716,2630.517,327.405,Monocyte,-1.0
125717,1567.216,-300.9,Monocyte,-1.0
125718,1412.369,-2017.338,Neutrophil,49142.0
125720,-872.207,-776.226,Baso,-1.0
125721,2388.948,-2011.903,Neutrophil,56477.0
125723,-121.882,839.29,Undifferentiated,5196.0
125725,371.843,-568.754,Undifferentiated,34846.0
125726,347.403,-498.958,Undifferentiated,30122.0
125727,-771.72,-555.223,Undifferentiated,-1.0
125729,432.127,-34.833,Undifferentiated,23026.0
125731,2901.182,310.276,Monocyte,-1.0
125732,1935.515,-224.625,Monocyte,-1.0
125733,626.097,135.085,Undifferentiated,-1.0
125734,178.892,-588.155,Undifferentiated,-1.0
125735,1719.119,-346.874,Monocyte,-1.0
125737,-895.408,-861.899,Baso,-1.0
125738,2392.566,-388.873,Monocyte,-1.0
125739,753.657,2.889,Undifferentiated,-1.0
125740,-761.645,394.739,Undifferentiated,-1.0
125741,738.239,-1661.283,Neutrophil,46452.0
125742,2340.783,-1909.955,Neutrophil,56156.0
125743,-1199.751,260.06,Undifferentiated,-1.0
125746,385.3,-45.111,Undifferentiated,20721.0
125747,619.446,-1333.01,Neutrophil,40944.0
125748,411.03,-800.294,Undifferentiated,38809.0
125749,186.58,169.139,Undifferentiated,18197.0
125750,-1870.325,788.765,Meg,-1.0
125752,559.261,-1037.904,Neutrophil,38456.0
125754,2976.308,430.913,Monocyte,-1.0
125755,3003.442,497.038,Monocyte,-1.0
125756,-1015.333,-1892.557,Baso,-1.0
125757,-414.39,-105.776,Undifferentiated,-1.0
125758,1749.915,-252.033,Monocyte,-1.0
125759,-1075.73,178.44,Undifferentiated,-1.0
125760,681.096,-87.618,Undifferentiated,-1.0
125761,56.05,845.847,Undifferentiated,4232.0
125762,2241.881,-2056.662,Neutrophil,55569.0
125763,317.285,328.78,Undifferentiated,13149.0
125764,797.269,-1743.712,Neutrophil,45387.0
125770,2226.103,-363.967,Monocyte,-1.0
125771,-19.163,562.928,Undifferentiated,8890.0
125772,-567.004,498.374,Undifferentiated,-1.0
125773,688.42,-696.22,Undifferentiated,36804.0
125774,222.35,-193.138,Undifferentiated,26149.0
125775,685.881,-1399.068,Neutrophil,44134.0
125777,-1067.159,415.986,Undifferentiated,-1.0
125778,-1042.762,-1291.477,Baso,-1.0
125779,2679.285,286.539,Monocyte,-1.0
125780,2606.156,257.669,Monocyte,-1.0
125781,2686.994,191.303,Monocyte,-1.0
125782,194.755,-319.899,Undifferentiated,33300.0
125783,196.094,-162.83,Undifferentiated,33971.0
125785,-248.873,925.945,Undifferentiated,2583.0
125786,731.582,-1470.022,Neutrophil,43473.0
125787,-874.645,-1877.708,Baso,-1.0
125788,2958.012,474.364,Monocyte,-1.0
125791,282.54,-585.407,Undifferentiated,36923.0
125793,480.911,-1146.536,Neutrophil,41863.0
125794,-735.736,73.127,Undifferentiated,-1.0
125795,308.102,-713.487,Undifferentiated,36621.0
125799,921.505,-1875.303,Neutrophil,47395.0
125800,802.191,1594.984,Undifferentiated,-1.0
125801,2584.399,-57.795,Monocyte,-1.0
125802,63.858,275.411,Undifferentiated,15901.0
125803,2162.929,-367.141,Monocyte,-1.0
125804,2539.71,-147.626,Monocyte,-1.0
125805,2753.903,137.254,Monocyte,-1.0
125806,181.08,313.812,Undifferentiated,17095.0
125807,-1163.72,-166.891,Undifferentiated,-1.0
125808,339.897,-58.595,Undifferentiated,16919.0
125810,1292.21,-150.058,Undifferentiated,-1.0
125813,797.403,-123.04,Undifferentiated,-1.0
125814,382.529,-92.685,Undifferentiated,23190.0
125815,-400.838,57.722,Undifferentiated,-1.0
125817,1055.791,-593.665,Undifferentiated,-1.0
125818,859.977,-18.142,Undifferentiated,-1.0
125820,819.102,-1750.113,Neutrophil,47862.0
125821,-129.993,822.43,Undifferentiated,6106.0
125822,477.211,-1190.177,Neutrophil,40929.0
125823,176.178,86.608,Undifferentiated,15996.0
125826,2474.684,-216.462,Monocyte,-1.0
125828,356.151,24.331,Undifferentiated,23946.0
125829,920.871,-1906.933,Neutrophil,46482.0
125830,571.535,-595.282,Undifferentiated,33684.0
125835,728.28,-222.258,Undifferentiated,-1.0
125836,576.662,-347.323,Undifferentiated,27773.0
125837,-878.421,389.492,Undifferentiated,-1.0
125838,175.034,364.06,Undifferentiated,17383.0
125839,2882.577,296.543,Monocyte,-1.0
125840,932.987,-90.162,Undifferentiated,-1.0
125841,630.422,1343.801,Undifferentiated,-1.0
125842,802.152,-1549.099,Neutrophil,44522.0
125844,2839.973,242.877,Monocyte,-1.0
125845,847.461,-1774.452,Neutrophil,46583.0
125846,2662.793,-67.511,Monocyte,-1.0
125847,2243.807,-12.231,Monocyte,-1.0
125849,-216.109,883.62,Undifferentiated,3271.0
125850,2012.122,-217.876,Monocyte,-1.0
125851,2395.587,-318.115,Monocyte,-1.0
125852,2690.054,308.801,Monocyte,-1.0
125858,-378.022,189.348,Undifferentiated,-1.0
125862,538.639,-1195.533,Neutrophil,40487.0
125863,362.905,-216.381,Undifferentiated,28192.0
125864,-462.87,-258.108,Undifferentiated,-1.0
125866,23.06,288.237,Undifferentiated,24320.0
125868,2784.833,212.378,Monocyte,-1.0
125870,-1809.569,-932.341,Mast,-1.0
125871,2580.977,-10.793,Monocyte,-1.0
125872,230.065,-74.813,Undifferentiated,28097.0
125878,372.759,12.226,Undifferentiated,25753.0
125880,-1909.517,-1012.748,Mast,-1.0
125881,170.967,394.357,Undifferentiated,12218.0
125882,490.353,-701.632,Undifferentiated,33933.0
125883,2641.544,223.157,Monocyte,-1.0
125884,1945.128,-225.707,Monocyte,-1.0
125888,-472.167,622.349,Undifferentiated,-1.0
125889,1286.66,-313.24,Undifferentiated,-1.0
125890,204.275,243.848,Undifferentiated,16911.0
125891,2137.849,-277.33,Monocyte,-1.0
125893,-1031.516,-1329.116,Baso,-1.0
125894,2326.15,-320.295,Monocyte,-1.0
125895,2171.998,-214.604,Monocyte,-1.0
125897,2327.108,-309.161,Monocyte,-1.0
125898,2062.857,-330.648,Monocyte,-1.0
125903,-1053.832,-49.743,Undifferentiated,-1.0
125904,610.105,-486.754,Undifferentiated,33542.0
125905,-772.426,-598.622,Undifferentiated,-1.0
125907,518.42,-117.279,Undifferentiated,24616.0
125909,-816.378,523.521,Undifferentiated,-1.0
125910,616.38,-874.689,Neutrophil,38303.0
125911,827.308,-1577.226,Neutrophil,44235.0
125912,861.783,88.156,Undifferentiated,-1.0
125914,2373.617,-178.833,Monocyte,-1.0
125915,-10.58,445.044,Undifferentiated,11456.0
125916,-85.423,833.219,Undifferentiated,2692.0
125917,2542.659,319.49,Monocyte,-1.0
125918,2510.926,25.992,Monocyte,-1.0
125925,221.394,40.464,Undifferentiated,23556.0
125926,355.443,-376.313,Undifferentiated,32774.0
125927,643.427,-1494.277,Neutrophil,44365.0
125929,130.345,610.099,Undifferentiated,11236.0
125930,374.811,-34.427,Undifferentiated,22120.0
125931,1751.323,-379.289,Monocyte,-1.0
125933,-1040.339,-1117.403,Baso,-1.0
125934,-144.423,755.854,Undifferentiated,7986.0
125935,2397.749,-648.877,Undifferentiated,-1.0
125936,161.328,97.953,Undifferentiated,23976.0
125937,-345.66,440.182,Undifferentiated,-1.0
125938,-1051.262,-1324.764,Baso,-1.0
125939,-1129.334,331.314,Undifferentiated,-1.0
125941,188.837,106.16,Undifferentiated,14583.0
125945,417.66,-975.966,Neutrophil,42134.0
125946,498.214,107.112,Undifferentiated,-1.0
125948,566.318,-667.905,Undifferentiated,37690.0
125949,425.717,-912.751,Undifferentiated,41066.0
125950,356.926,173.501,Undifferentiated,19118.0
125952,-39.695,700.326,Undifferentiated,8485.0
125953,472.075,-1236.427,Neutrophil,41705.0
125954,-865.222,-2090.342,Baso,-1.0
125955,548.417,-1358.192,Neutrophil,42961.0
125956,6.346,507.77,Undifferentiated,14846.0
125958,-809.931,-669.55,Baso,-1.0
125961,582.353,-166.045,Undifferentiated,24191.0
125962,68.461,654.854,Undifferentiated,6546.0
125963,685.303,102.707,Undifferentiated,-1.0
125964,27.611,449.099,Undifferentiated,13135.0
125965,708.228,366.354,Undifferentiated,-1.0
125966,-1162.474,433.64,Undifferentiated,-1.0
125967,1534.521,-457.034,Monocyte,-1.0
125968,2154.269,-174.706,Monocyte,-1.0
125969,2090.851,-302.69,Monocyte,-1.0
125972,670.656,1456.435,Undifferentiated,-1.0
125973,-928.704,-2083.241,Baso,-1.0
125974,242.266,-680.679,Undifferentiated,39413.0
125975,607.212,-1021.856,Neutrophil,39225.0
125977,183.214,245.016,Undifferentiated,17638.0
125978,502.026,-392.083,Undifferentiated,26722.0
125979,383.683,-870.516,Undifferentiated,38289.0
125980,2503.214,-449.09,Monocyte,-1.0
125982,830.611,-1816.157,Neutrophil,45549.0
125983,1925.882,-349.114,Monocyte,-1.0
125984,-216.168,-49.503,Undifferentiated,-1.0
125985,1592.347,-143.504,Monocyte,-1.0
125987,2358.193,-113.741,Monocyte,-1.0
125990,2510.409,-1.107,Monocyte,-1.0
125991,232.892,-278.345,Undifferentiated,24997.0
125992,393.454,-603.524,Undifferentiated,28702.0
125996,383.898,160.692,Undifferentiated,19346.0
125997,418.864,-47.93,Undifferentiated,23573.0
125998,633.643,-1331.422,Neutrophil,43317.0
125999,260.629,98.608,Undifferentiated,18597.0
126001,634.834,-1127.52,Neutrophil,38860.0
126003,176.861,-485.455,Undifferentiated,30774.0
126004,545.298,-775.758,Undifferentiated,36076.0
126005,211.845,134.567,Undifferentiated,23684.0
126006,-158.227,-324.302,Undifferentiated,-1.0
126007,-1066.588,-1486.861,Baso,-1.0
126008,-70.896,789.053,Undifferentiated,6818.0
126010,-973.348,-814.156,Baso,-1.0
126011,2396.823,-535.514,Undifferentiated,-1.0
126013,1084.432,-1903.615,Neutrophil,49023.0
126015,-1077.157,297.969,Undifferentiated,-1.0
126018,325.608,-381.065,Undifferentiated,32200.0
126019,370.864,-535.095,Undifferentiated,34248.0
126021,403.337,-447.913,Undifferentiated,31628.0
126022,306.763,-569.321,Undifferentiated,32925.0
126023,2221.769,-225.658,Monocyte,-1.0
126024,512.778,-1168.817,Neutrophil,41680.0
126027,965.125,-161.741,Undifferentiated,-1.0
126029,283.729,-803.518,Undifferentiated,39900.0
126030,698.804,1465.674,Undifferentiated,-1.0
126031,-123.282,686.967,Undifferentiated,9089.0
126032,-1111.551,-1896.371,Baso,-1.0
126036,382.523,30.741,Undifferentiated,20872.0
126037,2727.996,48.051,Monocyte,-1.0
126038,481.235,-144.292,Undifferentiated,24573.0
126039,548.286,-666.982,Undifferentiated,30885.0
126040,-232.773,919.242,Undifferentiated,3990.0
126041,558.177,-89.541,Undifferentiated,-1.0
126042,533.75,-1178.103,Neutrophil,39633.0
126043,-81.622,522.207,Undifferentiated,13859.0
126044,2422.323,-20.49,Monocyte,-1.0
126046,-1624.54,-844.309,Mast,-1.0
126047,-1308.313,-538.867,Undifferentiated,-1.0
126048,1353.817,-321.32,Undifferentiated,-1.0
126049,358.176,146.51,Undifferentiated,18269.0
126050,2625.615,-286.696,Monocyte,-1.0
126052,154.614,444.661,Undifferentiated,10850.0
126054,565.178,-389.239,Undifferentiated,38700.0
126057,541.399,-950.233,Neutrophil,38419.0
126058,205.361,-312.741,Undifferentiated,30428.0
126059,856.077,-1625.755,Neutrophil,45533.0
126060,676.834,-1510.699,Neutrophil,45861.0
126061,-817.783,-721.991,Baso,-1.0
126064,-282.315,415.166,Undifferentiated,-1.0
126066,2909.583,138.427,Monocyte,-1.0
126067,1308.034,-197.958,Undifferentiated,-1.0
126069,2.664,17.126,Undifferentiated,25445.0
126070,2552.895,-573.712,Monocyte,-1.0
126071,2534.294,-92.788,Monocyte,-1.0
126072,1891.54,-206.149,Monocyte,-1.0
126073,-210.85,828.037,Undifferentiated,2006.0
126075,-1089.743,-1344.535,Undifferentiated,-1.0
126076,2310.496,-1981.359,Neutrophil,56424.0
126078,443.232,-1040.331,Neutrophil,42722.0
126081,435.326,-7.763,Undifferentiated,24020.0
126082,2384.113,-127.668,Monocyte,-1.0
126083,461.648,-490.935,Undifferentiated,33450.0
126085,693.205,362.531,Undifferentiated,-1.0
126087,1330.741,-220.634,Undifferentiated,-1.0
126088,-156.465,256.044,Undifferentiated,-1.0
126090,-109.86,557.338,Undifferentiated,19025.0
126091,-185.61,865.135,Undifferentiated,4506.0
126092,2558.931,115.956,Monocyte,-1.0
126093,-811.285,-550.564,Undifferentiated,-1.0
126094,1928.197,-118.202,Monocyte,-1.0
126095,2661.43,-395.109,Monocyte,-1.0
126097,2407.876,-282.809,Monocyte,-1.0
126099,2604.073,40.812,Monocyte,-1.0
126102,425.37,40.531,Undifferentiated,19651.0
126103,372.288,-851.239,Undifferentiated,38852.0
126104,201.783,198.606,Undifferentiated,17161.0
126105,-616.222,-382.022,Undifferentiated,-1.0
126106,-873.37,-817.954,Baso,-1.0
126107,2349.909,-328.648,Monocyte,-1.0
126109,-50.645,704.169,Undifferentiated,7997.0
126110,-560.902,-1349.861,Eos,-1.0
126111,2511.723,12.475,Monocyte,-1.0
126113,1952.079,-196.139,Monocyte,-1.0
126114,-891.357,-715.701,Baso,-1.0
126115,1933.147,-176.236,Monocyte,-1.0
126116,2019.332,-177.558,Monocyte,-1.0
126117,1968.634,-131.102,Monocyte,-1.0
126119,827.321,183.814,Undifferentiated,-1.0
126122,-309.87,630.652,Undifferentiated,-1.0
126126,460.668,-1076.852,Neutrophil,40240.0
126127,585.2,-564.565,Undifferentiated,34646.0
126128,2561.909,-561.396,Monocyte,-1.0
126129,527.7,-312.247,Undifferentiated,29245.0
126130,429.67,-28.853,Undifferentiated,25592.0
126131,647.676,241.087,Undifferentiated,-1.0
126132,372.13,-473.398,Undifferentiated,34098.0
126133,116.516,432.222,Undifferentiated,15111.0
126134,604.97,-1379.772,Neutrophil,43222.0
126135,528.345,-1098.597,Neutrophil,39685.0
126136,1096.484,-2025.828,Neutrophil,48740.0
126137,2924.015,250.241,Monocyte,-1.0
126139,178.593,503.661,Undifferentiated,10509.0
126140,2538.453,88.373,Monocyte,-1.0
126141,-400.525,-6.567,Undifferentiated,-1.0
126142,139.453,329.991,Undifferentiated,15443.0
126143,-1502.016,-708.134,Mast,-1.0
126144,2564.468,41.955,Monocyte,-1.0
126146,1445.861,-185.6,Monocyte,-1.0
126151,2296.95,-139.616,Monocyte,-1.0
126152,360.876,158.391,Undifferentiated,21408.0
126153,-600.923,248.054,Undifferentiated,-1.0
126154,-26.653,568.91,Undifferentiated,12441.0
126155,-1024.694,-1593.74,Baso,-1.0
126157,618.723,-191.387,Undifferentiated,-1.0
